CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODPOSTAL,NCAMAS,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,OBSERVACIONES,CCAA,PROVINCIA,MUNICIPIO,FINALIDAD,PATRIMONIAL,FUNCIONALIDAD,AÑO
360268,SANATORIO PSIQUIÁTRICO SAN JOSE,"Tomás Alonso, 89",986235606,986235607,986211249,36208,48,N,N,N,,N,N,N,,N,psiqsanjose@telefonica.net,,GALICIA,PONTEVEDRA,Vigo,PSIQUIATRICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
360274,"CLINICA RESIDENCIA EL PINAR, S.L.","Ctra. Viella de Madrid, 120.- Meixoeiro",986266400,0,986267733,36214,74,N,N,N,,N,N,N,,N,clinica@celpinar.com,,GALICIA,PONTEVEDRA,Vigo,PSIQUIATRICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
360340,COMPLEJO HOSPITALARIO DE PONTEVEDRA,Mourente,986800000,0,986800004,36071,624,S,S,N,,N,N,S,,N,,,GALICIA,PONTEVEDRA,Pontevedra,GENERAL,ENTIDADES PÚBLICAS,SERVICIO GALLEGO DE SALUD-SERGAS,2008
360353,FUNDACIÓN PÚBLICA HOSPITAL COMARCAL DO SALNÉS (1),Estomil-Ande-Rubiáns,986568000,986568002,986568001,,87,N,N,N,,N,N,N,,S,hospital.salnes@sergas.es,,GALICIA,PONTEVEDRA,Vilagarcía de Arousa,GENERAL,COMUNIDAD AUTÓNOMA,OTROS PÚBLICOS,2008
360368,COMPLEJO UNIVERSITARIO DE VIGO,"Pizarro,22",986816000,0,986816029,36036,1253,S,S,N,,N,N,N,,N,,,GALICIA,PONTEVEDRA,Vigo,GENERAL,ENTIDADES PÚBLICAS,SERVICIO GALLEGO DE SALUD-SERGAS,2008
370016,COMPLEJO ASISTENCIAL DE SALAMANCA,"Pº de San Vicente, 58-182",923291100,923291200,923291131,37007,1041,S,S,N,,N,N,S,,N,,,CASTILLA Y LEÓN,SALAMANCA,Salamanca,GENERAL,ENTIDADES PÚBLICAS,SANIDAD CASTILLA Y LEÓN-SACYL,2008
370037,HOSPITAL UNIVERSITARIO DE SALAMANCA,"Pº de San Vicente, 58-182",923291100,923291200,923291131,37007,0,S,N,S,370016,N,N,S,,N,,,CASTILLA Y LEÓN,SALAMANCA,Salamanca,GENERAL,SEGURIDAD SOCIAL,SANIDAD CASTILLA Y LEÓN-SACYL,2008
370055,HOSPITAL GENERAL DE LA SANTISIMA TRINIDAD,"Pº de Carmelitas, 74-94",923269300,0,923269787,37007,102,N,N,N,,N,N,S,,N,,,CASTILLA Y LEÓN,SALAMANCA,Salamanca,GENERAL,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2008
370068,HOSPITAL VIRGEN DEL CASTAÑAR,"Trva Santa Ana, 4",923402371,,923403708,37700,0,N,N,S,370016,N,N,N,,N,,,CASTILLA Y LEÓN,SALAMANCA,Béjar,GENERAL,ENTIDADES PÚBLICAS,SANIDAD CASTILLA Y LEÓN-SACYL,2008
370074,HOSPITAL LOS MONTALVOS,"Carretera Ciudad Rodrigo, s/n",923330163,923330164,923330418,37192,0,N,N,S,370016,N,N,N,,N,,,CASTILLA Y LEÓN,SALAMANCA,Carrascal de Bárregas,GENERAL,COMUNIDAD AUTÓNOMA,SANIDAD CASTILLA Y LEÓN-SACYL,2008
380012,COMPLEJO HOSPITAL UNIVERSITARIO NTRA SRA DE CANDELARIA,"Ctra. del Rosario, 145",922602000,0,922602334,38010,934,S,S,N,,N,N,S,,N,,,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,GENERAL,SEGURIDAD SOCIAL,SERVICIO CANARIO DE SALUD,2008
380027,HOSPITAL NUESTRA SEÑORA DE CANDELARIA,"Ctra. del Rosario, 145",922602000,0,922602334,38010,0,S,N,S,380012,N,N,S,,N,,,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,GENERAL,SEGURIDAD SOCIAL,SERVICIO CANARIO DE SALUD,2008
380033,HOSPITAL DE OFRA,"La Cuesta, s/n.",922602000,0,922602466,38008,0,N,N,S,380012,N,N,S,,N,,,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,GENERAL,SEGURIDAD SOCIAL,SERVICIO CANARIO DE SALUD,2008
380048,HOSPITAL PSIQUIÁTRICO DE TENERIFE,"Domingo José Manrique, 2",922678061,922678060,922241841,38006,0,S,N,S,380326,N,N,S,,S,tgarcia@huc.canarias.org,,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,PSIQUIATRICO,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,2008
380051,HOSPITAL FEBLES CAMPOS,"Domingo José Manrique, 2",922843300,922286604,922241841,38006,267,N,N,N,,N,N,S,,S,nreyes@iass.es,,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,GERIATRIA Y/O LARGA ESTANCIA,DIPUTACIÓN O CABILDO,DIPUTACIÓN O CABILDO,2008
380064,CLÍNICA SAN JUAN DE DIOS,"Ctra. General  Norte, 53",922645511,922645599,922648790,38009,172,N,N,N,,N,N,S,,S,apedrosa@sjd.es,,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,GENERAL,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2008
380086,CLÍNICA LA COLINA,"Poeta Rodríguez Herrera, 1",922280700,0,922270908,38006,192,N,N,N,,N,N,S,,S,Sonia.Bello@usphospitales.com,,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
380099,CLINICA SANTA CRUZ DE TENERIFE S.A.,"Enrique Wolfson, 8",922534733,922534730,922281166,38006,86,N,N,N,,N,N,S,,N,direccion@clinicasantacruz.com,,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
380103,"CLÍNICA PARQUE, S.A.","Méndez Núñez, 40",922274400,922274406,922247674,38002,90,N,N,N,,N,N,S,,N,informatica@clinicaparque.com,,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
380125,"CLÍNICA CAPOTE, S.L.","Rambla General Franco, 84",922278200,922278204,922276698,38004,55,N,N,N,,N,N,S,,S,administracion@clinicacapote.e.telefonica.net,,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,MEDICO-QUIRURGICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
380146,HOSPITEN SUR,"Urbanización Playa de las Américas, s/n.",922750022,922757600,922793618,38660,260,N,N,N,,N,N,N,,S,clisur@hospiten.es,,CANARIAS,SANTA CRUZ DE TENERIFE,Arona,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
380178,HOSPITAL UNIVERSITARIO DE CANARIAS,"Ofra, s/n.",922678061,922678060,922653808,38320,0,S,N,S,380326,N,N,N,,S,tgarcia@huc.canarias.org,,CANARIAS,SANTA CRUZ DE TENERIFE,San Cristóbal de La Laguna,GENERAL,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,2008
380197,HOSPITAL DE LA SANTÍSIMA TRINIDAD,"San Francisco, 16",922321633,922322072,922321456,38300,99,N,N,N,,N,N,N,,S,nreyes@iass.es,,CANARIAS,SANTA CRUZ DE TENERIFE,Orotava (La),GERIATRIA Y/O LARGA ESTANCIA,DIPUTACIÓN O CABILDO,DIPUTACIÓN O CABILDO,2008
380201,CLÍNICA VIDA,"Magnolias, 2 (Urbanización San Miguel)",922330550,0,922331862,38312,45,N,N,N,,N,N,N,,N,grupovida@grupovida.es,,CANARIAS,SANTA CRUZ DE TENERIFE,Orotava (La),GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
380218,FUNDACIÓN HOSPITAL DE LA INMACULADA,"Cólogan, 19",922381958,922383831,922374106,38400,65,N,N,N,,N,N,N,,S,hinmaculada@planalfa.es,,CANARIAS,SANTA CRUZ DE TENERIFE,Puerto de la Cruz,GERIATRIA Y/O LARGA ESTANCIA,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2008
380223,HOSPITAL BELLEVUE,"Alemania, 4 (Urb. San Fernándo)",922368822,0,922370312,38400,198,N,N,N,,N,N,N,,S,bellevue@hospiten.com,,CANARIAS,SANTA CRUZ DE TENERIFE,Puerto de la Cruz,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
380239,HOSPITEN TAMARAGUA,"Agustín de Bethencourt, 30",922380512,0,922380850,38400,30,N,N,N,,N,N,N,,S,tamaragua@hospiten.com,,CANARIAS,SANTA CRUZ DE TENERIFE,Puerto de la Cruz,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
380244,HOSPITAL NUESTRA SEÑORA DE GUADALUPE,"El Calvario, 4",922140200,922140205,922870021,38800,33,N,N,N,,N,N,N,,N,cescgut@gobiernodecanarias.org,,CANARIAS,SANTA CRUZ DE TENERIFE,San Sebastián de la Gomera,GENERAL,DIPUTACIÓN O CABILDO,SERVICIO CANARIO DE SALUD,2008
380260,HOSPITAL NUESTRA SEÑORA DE LOS DOLORES,"San Vicente de Paúl, 1",922423204,922423262,922420552,38700,144,N,N,N,,N,N,N,,N,pedro.cabrero@cablapalma,,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de la Palma,GERIATRIA Y/O LARGA ESTANCIA,DIPUTACIÓN O CABILDO,DIPUTACIÓN O CABILDO,2008
380276,HOSPITAL INSULAR NTRA SRA DE LOS REYES,"Los Barriales,1",922553500,922553505,922553512,38900,32,N,N,N,,N,N,N,,N,jporortj@gobiernodecanarias,,CANARIAS,SANTA CRUZ DE TENERIFE,Valverde,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO CANARIO DE SALUD,2008
380282,USP HOSPITAL COSTA ADEJE,Urbanización San Eugenio.,922752626,922791000,922796570,38660,45,N,N,N,,N,N,N,,N,medicos@hospitalcostaadeje.com,,CANARIAS,SANTA CRUZ DE TENERIFE,Adeje,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
380295,HOSPITAL RAMBLA S.L.,"Rambla General Franco, 115",922291600,0,922291088,38001,97,N,N,N,,N,N,S,,S,alicia.fernaud@hospiten.com,,CANARIAS,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
380309,CLÍNICA VINTERSOL (HUMLEGARDEN S.L.),"Nórdica, 1",922777900,922777901,922795353,38650,92,N,N,N,,N,N,N,,N,vintersol@vintersol.com,,CANARIAS,SANTA CRUZ DE TENERIFE,Arona,TRAUMATOLOGIA Y/O REHABILITACION,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
380316,HOSPITAL GENERAL DE LA PALMA,"Buenavista de Arriba, s/n.",922185000,922185083,922185084,38713,198,S,N,N,,N,N,N,,N,,,CANARIAS,SANTA CRUZ DE TENERIFE,Breña Alta,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO CANARIO DE SALUD,2008
380326,CONSORCIO SANITARIO DE TENERIFE,Ofra s/n,922678061,922678060,922653808,38320,760,S,S,N,,N,N,N,,S,tgarcia@huc.canarias.org,,CANARIAS,SANTA CRUZ DE TENERIFE,San Cristóbal de La Laguna,GENERAL,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,2008
390015,HOSPITAL UNIVERSITARIO MARQUÉS DE VALDECILLA,"Av. de Valdecilla, s/n.",942202520,0,942202655,39008,958,S,S,N,,N,N,S,,N,,,CANTABRIA,CANTABRIA,Santander,GENERAL,SEGURIDAD SOCIAL,SERVICIO CÁNTABRO DE SALUD-SCS,2008
390020,HOSPITAL CANTABRIA,"Cazoña, s/n.",942202520,0,942202758,39011,0,S,N,S,390015,N,N,S,,N,,,CANTABRIA,CANTABRIA,Santander,GENERAL,SEGURIDAD SOCIAL,SERVICIO CÁNTABRO DE SALUD-SCS,2008
390036,HOSPITAL VALDECILLA,"Av. de Valdecilla, s/n.",942202520,0,942202655,39008,0,S,N,S,390015,N,N,S,,N,,,CANTABRIA,CANTABRIA,Santander,GENERAL,SEGURIDAD SOCIAL,SERVICIO CÁNTABRO DE SALUD-SCS,2008
390041,HOSPITAL RAMÓN NEGRETE,"Av. del Faro, 33",942204100,,942204111,39012,30,N,N,N,,N,N,S,,S,,,CANTABRIA,CANTABRIA,Santander,TRAUMATOLOGIA Y/O REHABILITACION,MATEP,MATEP,2008
390054,HOSPITAL SANTA CLOTILDE,"Av. General Dávila, 35",942217711,,942219707,39006,154,N,N,N,,N,N,S,,S,hsantaclotilde@hsjd.es,,CANTABRIA,CANTABRIA,Santander,GERIATRIA Y/O LARGA ESTANCIA,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2008
390067,CENTRO HOSPITALARIO PADRE MENNI,"Av. de Cantabria, 52",942390060,0,942391266,39012,405,N,N,N,,N,N,S,,S,hospital@mennisant.com,,CANTABRIA,CANTABRIA,Santander,PSIQUIATRICO,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2008
390092,CENTRO DE REHABILITACIÓN PSIQUIÁTRICA DE PARAYAS,Av. D. Juan Carlos I,942251100,94250970,942251634,39600,100,N,N,N,,N,N,N,,N,,,CANTABRIA,CANTABRIA,Camargo,PSIQUIATRICO,COMUNIDAD AUTÓNOMA,COMUNIDAD AUTÓNOMA,2008
390128,HOSPITAL DE CAMPOO,"Av. de Castilla, 22",942755155,0,942754124,39200,24,N,N,N,,N,N,N,,S,hospitaldecampoo@teleline¿,,CANTABRIA,CANTABRIA,Reinosa,GENERAL,COMUNIDAD AUTÓNOMA,COMUNIDAD AUTÓNOMA,2008
390134,HOSPITAL COMARCAL DE LAREDO,"Av. de los Derechos Humanos, s/n.",942638500,0,942607876,39770,103,S,N,N,,N,N,N,,N,,,CANTABRIA,CANTABRIA,Laredo,GENERAL,SEGURIDAD SOCIAL,SERVICIO CÁNTABRO DE SALUD-SCS,2008
390149,HOSPITAL SIERRALLANA,"Bº. de Ganzo, s/n.",942847400,0,942847501,39300,276,S,N,N,,N,N,N,,N,,,CANTABRIA,CANTABRIA,Torrelavega,GENERAL,SEGURIDAD SOCIAL,SERVICIO CÁNTABRO DE SALUD-SCS,2008
390152,"CLÍNICA MOMPÍA, S.A.U.","Av. de los Condes, s/n.",942584100,0,942584114,39108,120,N,N,N,,N,N,N,,S,,,CANTABRIA,CANTABRIA,Santa Cruz de Bezana,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
400019,COMPLEJO ASITENCIAL DE SEGOVIA,"Ctra.de Avila, s/n",921419100,0,921419149,40002,375,S,S,N,,N,N,S,,N,gerent@hgse.sacyl.es,,CASTILLA Y LEÓN,SEGOVIA,Segovia,GENERAL,ENTIDADES PÚBLICAS,SANIDAD CASTILLA Y LEÓN-SACYL,2008
400024,HOSPITAL POLICLÍNICO,"San Agustín, 13",921419100,921419288,921419149,40001,0,N,N,S,400019,N,N,S,,N,gerent@hgse.sacyl.es,,CASTILLA Y LEÓN,SEGOVIA,Segovia,GENERAL,SEGURIDAD SOCIAL,SANIDAD CASTILLA Y LEÓN-SACYL,2008
400030,HOSPITAL GENERAL DE SEGOVIA,"Ctra. de Avila, s/n.",921419100,0,921419149,40002,0,S,N,S,400019,N,N,S,,N,gerent@hgse.sacyl.es,,CASTILLA Y LEÓN,SEGOVIA,Segovia,GENERAL,SEGURIDAD SOCIAL,SANIDAD CASTILLA Y LEÓN-SACYL,2008
400045,HOSPITAL RECOLETAS SEGOVIA NUESTRA SEÑORA DE LA MISERICORDIA			,"Dr Velasco, 17",921460112,921460115,921460117,40003,51,N,N,N,,N,N,S,,S,,,CASTILLA Y LEÓN,SEGOVIA,Segovia,GENERAL,OTRO PRIVADO BENÉFICO,PRIVADO NO BENÉFICO,2008
400058,UNIDAD DE REHABILITACIÓN PSIQUIÁTRICA NTRA. SRA. DE LA FUENCISLA,"Ctra. de la Granja, km. 7",921424154,921424158,921420080,40194,56,N,N,N,,N,N,N,,S,,,CASTILLA Y LEÓN,SEGOVIA,Palazuelos de Eresma,PSIQUIATRICO,DIPUTACIÓN O CABILDO,DIPUTACIÓN O CABILDO,2008
410016,HOSPITAL VIRGEN DEL ROCÍO,"Av. Manuel Siurot, s/n.",955012000,0,955013465,41013,0,S,N,S,410286,N,N,S,,N,huvr@hvr.sas.junta-andalucia.es,,ANDALUCÍA,SEVILLA,Sevilla,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,2008
410021,HOSPITAL NUESTRA SEÑORA DE VALME,"Ctra. Cádiz-Bellavista, km. 548,9",955015000,0,955015143,41014,0,S,N,S,410303,N,N,S,,N,hospitalvalme.sspa@juntadeandalucia.es,,ANDALUCÍA,SEVILLA,Sevilla,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,2008
410042,HOSPITAL VIRGEN MACARENA,"Av. Doctor Fedriani, 3",955008000,0,955008021,41071,0,S,N,S,410299,N,N,S,,N,ahvm@hvm.sas.junta-andalucia.es,,ANDALUCÍA,SEVILLA,Sevilla,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,2008
410055,HOSPITAL SAN LÁZARO,"Av. Doctor Fedriani, 56",955017800,0,955017941,41009,0,S,N,S,410299,N,N,S,,N,,,ANDALUCÍA,SEVILLA,Sevilla,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,2008
410074,HOSPITAL VICTORIA EUGENIA DE LA CRUZ ROJA ESPAÑOLA,"Av. Cruz Roja, 1",954351400,0,954353025,41009,83,N,N,N,,N,N,S,,S,,,ANDALUCÍA,SEVILLA,Sevilla,GENERAL,PRIVADO-BENÉFICO (CRUZ ROJA),PRIVADO-BENÉFICO (CRUZ ROJA),2008
410080,HOSPITAL SAN JUAN DE DIOS DE SEVILLA,"Av. Eduardo Dato, 42",954632600,0,954640230,41005,80,N,N,N,,N,N,S,,S,,,ANDALUCÍA,SEVILLA,Sevilla,GENERAL,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2008
410093,HOSPITAL DUQUES DEL INFANTADO,"Sor Gregoria de Santa Teresa, s/n.",955016300,0,955016310,41012,0,S,N,S,410286,N,N,S,,N,,,ANDALUCÍA,SEVILLA,Sevilla,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,2008
410107,CLÍNICA SANTA ISABEL,"Luis Montoto, 100",954919000,0,954571170,41018,84,N,N,N,,N,N,S,,N,,,ANDALUCÍA,SEVILLA,Sevilla,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
410114,"CLÍNICA SAGRADO CORAZÓN, S.L.","Rafael Salgado, 3",954624411,0,954628155,41013,202,N,N,N,,N,N,S,,N,,,ANDALUCÍA,SEVILLA,Sevilla,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
410129,"HOSPITAL CLÍNICA NTRA. SRA. DE FÁTIMA, S.A.","Glorieta de México, 1",954611330,0,954623951,41012,56,N,N,N,,N,N,S,,N,,,ANDALUCÍA,SEVILLA,Sevilla,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
410135,HOSPITAL INFANTA LUISA,"San Jacinto, 87",954330100,0,954330738,41010,93,N,N,N,,N,N,S,,N,,,ANDALUCÍA,SEVILLA,Sevilla,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
410191,"CLINISUR, S.A.","Jesús Del Gran Poder, 29",954382110,0,954907675,41002,10,N,N,N,,N,N,S,,N,administracion@clinicaaranzazu.com,,ANDALUCÍA,SEVILLA,Sevilla,QUIRURGICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
410212,RESIDENCIA DE SALUD MENTAL NUESTRA SEÑORA DEL CARMEN,Av. Rio Pudio S/N,955723391,0,0,41930,45,N,N,N,,N,N,N,,N,,,ANDALUCÍA,SEVILLA,Bormujos,PSIQUIATRICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
410227,HOSPITAL DE EL TOMILLAR,"Ctra. Alcalá -Dos Hermanas, km. 6",955016000,0,955016032,41700,0,N,N,S,410303,N,N,N,,N,hospitalvalme.sspa@juntadeandalucia.es,,ANDALUCÍA,SEVILLA,Dos Hermanas,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,2008
410233,HOSPITAL SAN AGUSTIN - O.R.L.,C/ Prolongación Doctor Fleming.Sector 13. Parcela 53,955050570,0,955660771,41700,93,N,N,N,,N,N,N,,N,,,ANDALUCÍA,SEVILLA,Dos Hermanas,OFTALMICO U ORL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
410248,HOSPITAL DE ALTA RESOLUCION MORÓN DE LA FRONTERA,"Pza de San Francisco, s/n",954851008,0,954852083,41530,35,N,N,N,,N,N,N,,S,direccion@hospialmilagrosa.ayto-,,ANDALUCÍA,SEVILLA,Morón de la Frontera,QUIRURGICO,MUNICIPIO,OTROS PÚBLICOS,2008
410251,HOSPITAL COMARCAL DE LA MERCED,"Av. de la Constitución, 2",955077200,0,955077217,41640,239,S,N,N,,N,N,N,,N,dgerencia.aso.sspa@juntadeandalucia.es,,ANDALUCÍA,SEVILLA,Osuna,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,2008
410286,COMPLEJO HOSPITALARIO REGIONAL VIRGEN DEL ROCÍO,"Av. Manuel Siurot, s/n.",955012000,0,955013465,41013,1521,S,S,N,,N,N,S,,N,hhuuvr@hvr.sas.junta-andalucia.es,,ANDALUCÍA,SEVILLA,Sevilla,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,2008
410299,COMPLEJO HOSPITALARIO REGIONAL  VIRGEN MACARENA,"Av. Doctor Fedriani, 3",955008000,,955008021,41071,1034,S,S,N,,N,N,S,,N,ahvm@hvm.sas.junta-andalucia.es,,ANDALUCÍA,SEVILLA,Sevilla,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,2008
410303,COMPLEJO HOSPITALARIO DE ESPECIALIDADES VIRGEN DE VALME,"Ctra. de Cádiz, km. 548,9",955015000,0,955015143,41014,602,S,S,N,,N,N,S,,N,hospital.valme.sspa@juntadeandalucia.es,,ANDALUCÍA,SEVILLA,Sevilla,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,2008
410310,HOSPITAL DE ALTA RESOLUCIÓN DE ECIJA,"Sor Cándida Sáiz, 1",955074500,0,954830611,41400,40,N,N,N,,N,N,N,,S,,,ANDALUCÍA,SEVILLA,Écija,GENERAL,MUNICIPIO,OTROS PÚBLICOS,2008
410325,HOSPITAL CLÍNICA FREMAP  PREVENCIÓN Y REHABILITACIÓN,"Av. de Jerez, s/n.",954249102,0,954249296,41012,141,N,N,N,,N,N,S,,N,,,ANDALUCÍA,SEVILLA,Sevilla,TRAUMATOLOGIA Y/O REHABILITACION,MATEP,MATEP,2008
410346,HOSPITAL PSIQUIÁTRICO PENITENCIARIO,"Crta. Torreblanca-Mairena, km. 3,5",955616666,0,954405799,41007,184,N,N,N,,N,N,S,,N,,,ANDALUCÍA,SEVILLA,Sevilla,PSIQUIATRICO,MINISTERIO DE INTERIOR,ADMINISTRACIÓN PENITENCIARIA,2008
410353,HOSPITAL SAN JUAN DE DIOS DEL ALJARAFE,"Avda. San Juan de Dios, s/n",955050550,0,955059162,41930,200,N,N,N,,N,N,N,,S,,,ANDALUCÍA,SEVILLA,Bormujos,GENERAL,PRIVADO-BENÉFICO (IGLESIA),OTROS PÚBLICOS,2008
410364,ATOCHA GINECOLOGICA SL (CLINICA EL SUR),Tiberiades 4-6,954657254,954657255,,41007,4,N,N,N,,N,N,S,,N,,,ANDALUCÍA,SEVILLA,Sevilla,QUIRURGICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
410375,HOSPITAL NISA SEVILLA-ALJARAFE,"Avda. Placido Fernandez viagas, s/n",954162200,954464000,954161503,41950,320,N,N,N,,N,N,N,,N,,,ANDALUCÍA,SEVILLA,Castilleja de la Cuesta,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
410386,HOSPITAL ALTA RESOLUCION DE UTRERA,Brigadas Internacionales s/n,955839097,,955099147,41710,20,N,N,N,,S,N,N,,N,,,ANDALUCÍA,SEVILLA,Utrera,GENERAL,COMUNIDAD AUTÓNOMA,OTROS PÚBLICOS,2008
420011,HOSPITAL SANTA BÁRBARA,"Pº Santa Bárbara, s/n.",975234300,0,975234305,42005,0,S,N,S,420040,N,N,S,,N,gerent@hsor.sacyl.es,,CASTILLA Y LEÓN,SORIA,Soria,GENERAL,SEGURIDAD SOCIAL,SANIDAD CASTILLA Y LEÓN-SACYL,2008
420026,HOSPITAL VIRGEN DEL MIRÓN,"Ctra. de Logroño, 8",975220850,0,975220547,42005,0,N,N,S,420040,N,N,S,,N,gerent@hsor.sacyl.es,,CASTILLA Y LEÓN,SORIA,Soria,GERIATRIA Y/O LARGA ESTANCIA,COMUNIDAD AUTÓNOMA,SANIDAD CASTILLA Y LEÓN-SACYL,2008
420040,COMPLEJO ASISTENCIAL DE SORIA,"P. Sta. Barbara, s/n",975234300,975220850,975234305,42005,355,S,S,N,,N,N,S,,N,gerent@hsor.sacyl.es,,CASTILLA Y LEÓN,SORIA,Soria,GENERAL,ENTIDADES PÚBLICAS,SANIDAD CASTILLA Y LEÓN-SACYL,2008
430017,Hospital Universitari de Tarragona Joan XXIII,"CARRER DOCTOR MALLAFRÉ GUASCH, 4",977295800,,977224011,43007,342,S,N,N,,N,N,S,,Xhup,rramon@hjxxiii.scs.es / hospital@hj23.es,,CATALUÑA,TARRAGONA,Tarragona,GENERAL,SEGURIDAD SOCIAL,INSTITUTO CATALÁN DE LA SALUD,2008
430022,Hospital Sociosanitari Francolí,"CARRER Doctor Mallafre Guasch, S/N",977232714,,977237844,43005,156,N,N,N,,N,N,S,,N,,,CATALUÑA,TARRAGONA,Tarragona,GERIATRIA Y/O LARGA ESTANCIA,COMUNIDAD AUTÓNOMA,OTROS PÚBLICOS,2008
430043,Hospital de Sant Pau i Santa Tecla,"RAMBLA Vella, 14",977259900,,977234942,43003,178,S,N,N,,N,N,S,,Xhup,gloria@sv.ftecla.es,,CATALUÑA,TARRAGONA,Tarragona,GENERAL,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2008
430056,Clínica Monegal,"CARRER LOPEZ PELAEZ, 15",977225012,,977244568,43002,75,N,N,N,,N,N,S,,N,,,CATALUÑA,TARRAGONA,Tarragona,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2008
430069,Clínica REDDIS-MATT,"CARRER PIN I SOLER, 12",977217900,,977230716,43002,22,N,N,N,,N,N,S,,N,,,CATALUÑA,TARRAGONA,Tarragona,GENERAL,SEGURIDAD SOCIAL,MATEP,2008
